date,day_name,month,season_factor,weekend,occupancy_level,outdoor_temp_c,rainfall_mm,saving_mode,total_usage_kwh,peak_usage_kwh,peak_hour_label,peak_window,average_hourly_kwh,daily_cost_rs,monthly_predicted_bill_rs,future_bill_prediction_rs,tomorrow_usage_prediction_kwh,previous_day_usage_kwh,weekly_average_kwh,usage_change_kwh,usage_change_direction,usage_change_reason,energy_score,eco_score,carbon_impact_kg,carbon_saved_kg,pet_status,pet_meter_pct,pet_message,pet_alert,streak_days,reward_badge,alert_count,recommendation_count,alerts_pipe,recommendations_pipe,personalized_tip_1,personalized_tip_2,personalized_tip_3,hour_00_kwh,hour_01_kwh,hour_02_kwh,hour_03_kwh,hour_04_kwh,hour_05_kwh,hour_06_kwh,hour_07_kwh,hour_08_kwh,hour_09_kwh,hour_10_kwh,hour_11_kwh,hour_12_kwh,hour_13_kwh,hour_14_kwh,hour_15_kwh,hour_16_kwh,hour_17_kwh,hour_18_kwh,hour_19_kwh,hour_20_kwh,hour_21_kwh,hour_22_kwh,hour_23_kwh,ac_power_w,ac_hours,ac_age_years,ac_condition,ac_maintenance,ac_energy_kwh,ac_cost_rs,ac_share_pct,ac_faulty,ac_limit_kwh,fan_power_w,fan_hours,fan_age_years,fan_condition,fan_maintenance,fan_energy_kwh,fan_cost_rs,fan_share_pct,fan_faulty,fan_limit_kwh,iron_power_w,iron_hours,iron_age_years,iron_condition,iron_maintenance,iron_energy_kwh,iron_cost_rs,iron_share_pct,iron_faulty,iron_limit_kwh,tv_power_w,tv_hours,tv_age_years,tv_condition,tv_maintenance,tv_energy_kwh,tv_cost_rs,tv_share_pct,tv_faulty,tv_limit_kwh
2026-01-24,Saturday,January,0.951,1,low,26.9,1.0,1,16.66,1.37,7 PM,6 PM-8 PM,0.69,99.96,2998.8,3213.03,17.71,20.17,18.27,-3.51,decreased,AC health issue increased consumption,76,76,13.66,2.88,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,4,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.15,0.14,0.14,0.14,0.14,0.21,0.6,0.83,0.81,0.5,0.48,0.52,0.6,0.57,0.54,0.47,0.61,0.81,1.27,1.37,1.26,0.78,0.52,0.34,1599,7.3,4,good,yes,11.67,70.02,89.9,1,9.0,30,11.1,3,good,no,0.33,1.98,2.5,1,1.6,1149,0.6,5,good,yes,0.69,4.14,5.3,0,2.2,54,5.3,4,good,yes,0.29,1.74,2.2,0,1.1
2026-01-25,Sunday,January,0.954,1,high,29.0,0,0,20.96,1.55,7 PM,6 PM-8 PM,0.87,125.76,3772.8,4140.06,19.67,16.66,18.78,4.3,increased,AC health issue increased consumption,61,53,17.19,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,3,sudden_spike|pet_suffering|ac_fault|tv_fault|phantom_load_tv,replace_ac_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,TV standby may be wasting power,0.22,0.23,0.2,0.25,0.2,0.38,0.72,1.11,1.01,0.62,0.64,0.66,0.81,0.68,0.64,0.64,0.76,1.07,1.38,1.55,1.39,0.98,0.68,0.5,1482,9.1,4,good,yes,13.49,80.94,81.6,1,9.0,47,11.1,3,good,yes,0.52,3.12,3.1,0,1.6,1173,1.8,5,good,yes,2.11,12.66,12.8,0,2.2,79,5.2,4,standby,no,0.41,2.46,2.5,1,1.1
2026-01-26,Monday,January,0.957,0,medium,24.4,1.7,1,16.17,1.4,7 PM,6 PM-8 PM,0.67,97.02,2910.6,3125.82,17.61,20.96,18.26,-4.79,decreased,AC health issue increased consumption,78,79,13.26,3.93,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,5,5,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.27,0.58,0.84,0.78,0.47,0.45,0.45,0.54,0.53,0.47,0.53,0.64,0.84,1.25,1.4,1.26,0.84,0.55,0.33,1427,6.7,4,good,yes,9.56,57.36,86.0,1,9.0,97,12.1,3,good,no,1.17,7.02,10.5,1,1.6,1233,0.2,5,good,no,0.25,1.5,2.2,1,2.2,36,3.8,4,good,yes,0.14,0.84,1.3,0,1.1
2026-01-27,Tuesday,January,0.96,0,medium,25.6,0.3,0,20.13,1.58,7 PM,6 PM-8 PM,0.84,120.78,3623.4,3859.2,18.94,16.17,18.71,3.96,increased,AC health issue increased consumption,64,56,16.51,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.22,0.25,0.25,0.22,0.29,0.42,0.7,1.05,0.94,0.65,0.62,0.65,0.71,0.69,0.67,0.67,0.76,1.09,1.34,1.58,1.33,0.93,0.77,0.51,1562,6.7,4,good,yes,10.47,62.82,81.8,1,9.0,138,11.8,3,slow,no,1.63,9.78,12.7,1,1.6,1304,0.2,5,good,yes,0.26,1.56,2.0,0,2.2,99,4.4,4,good,yes,0.44,2.64,3.4,0,1.1
2026-01-28,Wednesday,January,0.963,0,high,25.1,4.3,1,16.77,1.36,7 PM,6 PM-8 PM,0.7,100.62,3018.6,3223.37,17.78,20.13,18.74,-3.36,decreased,AC health issue increased consumption,76,75,13.75,2.76,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,5,4,sudden_spike|pet_suffering|ac_fault|tv_fault|phantom_load_tv,replace_ac_efficient_model|replace_tv_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,TV standby may be wasting power,0.14,0.14,0.14,0.14,0.14,0.26,0.58,0.89,0.8,0.43,0.49,0.51,0.54,0.47,0.49,0.47,0.6,0.79,1.26,1.36,1.18,0.75,0.57,0.23,1611,7.9,4,good,yes,12.73,76.38,82.3,1,9.0,111,11.8,3,good,yes,1.31,7.86,8.5,0,1.6,1304,0.6,5,good,yes,0.78,4.68,5.0,0,2.2,172,3.7,4,standby,no,0.64,3.84,4.1,1,1.1
2026-01-29,Thursday,January,0.966,0,medium,27.3,2.0,0,20.28,1.51,7 PM,6 PM-8 PM,0.85,121.68,3650.4,3740.95,19.23,16.77,18.73,3.51,increased,AC health issue increased consumption,63,55,16.63,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.24,0.23,0.19,0.16,0.28,0.41,0.74,1.04,0.94,0.73,0.57,0.63,0.82,0.74,0.69,0.66,0.77,1.04,1.4,1.51,1.39,0.95,0.75,0.49,1510,6.7,4,good,yes,10.12,60.72,76.6,1,9.0,5,12.1,3,good,yes,0.06,0.36,0.5,0,1.6,1139,2.0,5,good,yes,2.28,13.68,17.2,1,2.2,166,4.6,4,good,yes,0.76,4.56,5.7,0,1.1
2026-01-30,Friday,January,0.969,0,high,31.2,5.5,1,16.85,1.38,7 PM,6 PM-8 PM,0.7,101.1,3033.0,3390.42,17.88,20.28,18.26,-3.43,decreased,AC health issue increased consumption,75,74,13.82,2.81,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,4,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.2,0.53,0.83,0.84,0.52,0.41,0.51,0.52,0.53,0.47,0.46,0.66,0.84,1.27,1.38,1.16,0.75,0.53,0.25,1459,8.5,4,good,yes,12.4,74.4,78.1,1,9.0,40,13.4,3,good,yes,0.54,3.24,3.4,0,1.6,1238,1.8,5,good,yes,2.23,13.38,14.0,1,2.2,134,5.3,4,good,yes,0.71,4.26,4.5,0,1.1
2026-01-31,Saturday,January,0.972,1,medium,26.0,0,0,20.68,1.6,7 PM,6 PM-8 PM,0.86,124.08,3722.4,4120.21,19.53,16.85,18.83,3.83,increased,AC health issue increased consumption,62,54,16.96,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.27,0.21,0.19,0.15,0.26,0.38,0.73,1.02,1.02,0.63,0.68,0.71,0.78,0.71,0.66,0.7,0.85,1.1,1.41,1.6,1.41,0.97,0.75,0.43,1435,7.7,4,good,yes,11.05,66.3,79.3,1,9.0,82,13.5,3,good,no,1.11,6.66,8.0,1,1.6,1130,0.9,5,good,yes,1.02,6.12,7.3,0,2.2,132,5.7,4,good,yes,0.75,4.5,5.4,0,1.1
2026-02-01,Sunday,February,0.975,1,high,26.7,7.4,0,21.06,1.59,7 PM,6 PM-8 PM,0.88,126.36,3790.8,3755.62,20.95,20.68,18.85,0.38,increased,AC health issue increased consumption,60,56,17.27,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.25,0.24,0.2,0.14,0.18,0.39,0.69,1.07,0.98,0.7,0.65,0.62,0.75,0.64,0.62,0.72,0.81,1.01,1.4,1.59,1.34,0.95,0.76,0.49,1591,8.4,4,good,yes,13.36,80.16,76.0,1,9.0,170,13.3,3,good,no,2.26,13.56,12.9,1,1.6,1250,1.2,5,good,yes,1.5,9.0,8.5,0,2.2,66,6.8,4,good,yes,0.45,2.7,2.6,0,1.1
2026-02-02,Monday,February,0.978,0,high,26.0,3.6,0,21.15,1.57,7 PM,6 PM-8 PM,0.88,126.9,3807.0,3739.02,21.12,21.06,19.56,0.09,increased,AC health issue increased consumption,60,56,17.34,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.28,0.25,0.23,0.14,0.21,0.4,0.67,1.03,0.92,0.69,0.64,0.68,0.7,0.68,0.62,0.69,0.76,1.02,1.37,1.57,1.37,0.97,0.7,0.49,1540,8.9,4,good,no,13.71,82.26,74.0,1,9.0,141,13.5,3,good,yes,1.9,11.4,10.3,1,1.6,1192,1.8,5,good,yes,2.15,12.9,11.6,0,2.2,127,6.0,4,good,yes,0.76,4.56,4.1,0,1.1
2026-02-03,Tuesday,February,0.981,0,medium,25.7,2.4,0,20.71,1.56,7 PM,6 PM-8 PM,0.86,124.26,3727.8,4012.45,20.84,21.15,19.64,-0.44,decreased,AC health issue increased consumption,61,57,16.98,0.36,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.28,0.19,0.26,0.25,0.24,0.43,0.72,1.13,0.95,0.68,0.69,0.64,0.77,0.7,0.61,0.64,0.82,1.03,1.48,1.56,1.35,1.05,0.8,0.5,1457,6.9,4,good,yes,10.05,60.3,75.3,1,9.0,115,12.8,3,good,no,1.47,8.82,11.0,1,1.6,1234,1.4,5,good,yes,1.73,10.38,13.0,0,2.2,24,4.2,4,good,yes,0.1,0.6,0.7,0,1.1
2026-02-04,Wednesday,February,0.985,0,low,26.0,1.4,1,17.4,1.42,7 PM,6 PM-8 PM,0.72,104.4,3132.0,3073.57,18.39,20.71,19.73,-3.31,decreased,AC health issue increased consumption,73,72,14.27,2.71,tired,64,"Usage rising, reduce load",Your pet is tired. A little saving today will help it recover.,0,Steady Guardian,2,3,sudden_spike|ac_fault,replace_ac_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.15,0.24,0.59,0.94,0.84,0.56,0.45,0.46,0.6,0.57,0.47,0.56,0.67,0.89,1.32,1.42,1.28,0.85,0.54,0.37,1431,8.2,4,good,yes,11.73,70.38,84.0,1,9.0,59,12.9,3,good,yes,0.76,4.56,5.4,0,1.6,1137,0.7,5,good,yes,0.8,4.8,5.7,0,2.2,180,3.8,4,good,yes,0.68,4.08,4.9,0,1.1
2026-02-05,Thursday,February,0.988,0,high,26.6,2.2,0,21.28,1.54,7 PM,6 PM-8 PM,0.89,127.68,3830.4,4122.79,20.12,17.4,19.88,3.88,increased,AC health issue increased consumption,59,51,17.45,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.24,0.27,0.21,0.23,0.28,0.44,0.7,1.12,0.99,0.67,0.59,0.65,0.73,0.77,0.67,0.76,0.83,1.04,1.46,1.54,1.4,1.04,0.8,0.46,1451,8.7,4,good,yes,12.62,75.72,82.0,1,9.0,97,12.9,3,good,yes,1.25,7.5,8.1,0,1.6,1218,0.7,5,good,no,0.85,5.1,5.5,1,2.2,114,5.9,4,good,yes,0.67,4.02,4.4,0,1.1
2026-02-06,Friday,February,0.991,0,medium,30.4,4.9,0,20.06,1.52,7 PM,6 PM-8 PM,0.84,120.36,3610.8,3772.25,20.43,21.28,20.33,-1.22,decreased,AC health issue increased consumption,64,61,16.45,1.0,tired,64,"Usage rising, reduce load",Your pet is tired. A little saving today will help it recover.,0,Recovery Mode,2,2,sudden_spike|ac_fault,replace_ac_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.2,0.19,0.16,0.17,0.26,0.34,0.72,1.05,1.0,0.71,0.63,0.65,0.77,0.73,0.59,0.69,0.79,1.04,1.44,1.52,1.33,1.02,0.75,0.45,1452,6.8,4,good,yes,9.87,59.22,75.9,1,9.0,88,11.9,3,good,yes,1.05,6.3,8.1,0,1.6,1128,1.4,5,good,yes,1.58,9.48,12.1,0,2.2,114,4.5,4,good,yes,0.51,3.06,3.9,0,1.1
2026-02-07,Saturday,February,0.994,1,low,27.1,3.8,0,21.62,1.62,7 PM,6 PM-8 PM,0.9,129.72,3891.6,4043.54,21.15,20.06,20.47,1.56,increased,AC health issue increased consumption,58,52,17.73,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,4,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.3,0.15,0.15,0.18,0.29,0.33,0.76,1.09,0.94,0.68,0.64,0.72,0.72,0.65,0.59,0.64,0.83,1.1,1.45,1.62,1.45,1.0,0.76,0.46,1494,8.9,4,good,yes,13.3,79.8,71.1,1,9.0,177,12.8,3,good,yes,2.27,13.62,12.1,1,1.6,1164,2.4,5,good,yes,2.79,16.74,14.9,1,2.2,51,6.9,4,good,yes,0.35,2.1,1.9,0,1.1
2026-02-08,Sunday,February,0.997,1,low,27.7,0.6,0,21.54,1.59,7 PM,6 PM-8 PM,0.9,129.24,3877.2,4103.27,21.56,21.62,20.54,-0.08,decreased,AC health issue increased consumption,58,54,17.66,0.07,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,4,sudden_spike|pet_suffering|ac_fault|iron_fault|tv_fault,replace_ac_efficient_model|replace_iron_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.29,0.19,0.2,0.27,0.3,0.41,0.79,1.14,0.96,0.75,0.67,0.68,0.81,0.71,0.72,0.74,0.85,1.04,1.5,1.59,1.48,0.96,0.72,0.45,1462,7.0,4,good,yes,10.23,61.38,67.9,1,9.0,52,11.9,3,good,yes,0.62,3.72,4.1,0,1.6,1192,2.5,5,good,yes,2.98,17.88,19.8,1,2.2,182,6.8,4,good,yes,1.24,7.44,8.2,1,1.1
2026-02-09,Monday,February,1.0,0,high,24.7,4.5,0,20.96,1.62,7 PM,6 PM-8 PM,0.87,125.76,3772.8,3814.52,21.13,21.54,20.51,-0.58,decreased,AC health issue increased consumption,61,58,17.19,0.48,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.3,0.17,0.21,0.21,0.25,0.42,0.74,1.11,0.92,0.62,0.64,0.67,0.78,0.73,0.64,0.7,0.81,1.07,1.39,1.62,1.4,1.03,0.76,0.44,1438,8.4,4,overheat,no,12.08,72.48,79.8,1,9.0,47,11.9,3,good,no,0.56,3.36,3.7,1,1.6,1201,1.7,5,good,yes,2.04,12.24,13.5,0,2.2,122,3.8,4,good,yes,0.46,2.76,3.0,0,1.1
2026-02-10,Tuesday,February,1.003,0,medium,26.0,0.8,1,18.17,1.39,7 PM,6 PM-8 PM,0.76,109.02,3270.6,3290.8,19.01,20.96,20.15,-2.79,decreased,AC health issue increased consumption,71,70,14.9,2.29,tired,64,"Usage rising, reduce load",Your pet is tired. A little saving today will help it recover.,0,Steady Guardian,2,3,sudden_spike|ac_fault,replace_ac_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.17,0.14,0.14,0.14,0.16,0.29,0.65,0.97,0.82,0.5,0.55,0.53,0.68,0.57,0.47,0.54,0.68,0.89,1.3,1.39,1.25,0.87,0.65,0.35,1493,8.0,4,good,yes,11.94,71.64,75.8,1,9.0,105,11.4,3,good,yes,1.2,7.2,7.6,0,1.6,1213,1.8,5,good,yes,2.18,13.08,13.8,0,2.2,122,3.6,4,good,yes,0.44,2.64,2.8,0,1.1
2026-02-11,Wednesday,February,1.006,0,high,27.2,2.7,0,22.12,1.61,7 PM,6 PM-8 PM,0.92,132.72,3981.6,4194.19,20.94,18.17,20.82,3.95,increased,AC health issue increased consumption,56,48,18.14,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.26,0.3,0.24,0.17,0.33,0.4,0.8,1.09,1.07,0.73,0.62,0.7,0.79,0.68,0.64,0.69,0.84,1.08,1.47,1.61,1.42,1.04,0.73,0.55,1609,8.8,4,good,yes,14.16,84.96,80.5,1,9.0,124,13.2,3,good,yes,1.64,9.84,9.3,1,1.6,1301,1.3,5,good,yes,1.69,10.14,9.6,0,2.2,24,4.5,4,good,yes,0.11,0.66,0.6,0,1.1
2026-02-12,Thursday,February,1.009,0,medium,29.7,3.4,1,17.4,1.39,7 PM,6 PM-8 PM,0.72,104.4,3132.0,3329.1,18.82,22.12,20.27,-4.72,decreased,AC health issue increased consumption,73,74,14.27,3.87,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Steady Guardian,4,4,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.17,0.57,0.92,0.86,0.55,0.45,0.55,0.58,0.56,0.52,0.49,0.65,0.89,1.26,1.39,1.25,0.85,0.58,0.35,1606,6.8,4,overheat,no,10.92,65.52,73.8,1,9.0,164,12.3,3,good,yes,2.02,12.12,13.6,1,1.6,1164,1.0,5,good,yes,1.16,6.96,7.8,0,2.2,159,4.4,4,good,yes,0.7,4.2,4.7,0,1.1
2026-02-13,Friday,February,1.012,0,low,29.8,0,0,22.11,1.65,7 PM,6 PM-8 PM,0.92,132.66,3979.8,3968.87,20.7,17.4,20.56,4.71,increased,AC health issue increased consumption,56,47,18.13,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,4,sudden_spike|pet_suffering|ac_fault|iron_fault|tv_fault,replace_ac_efficient_model|replace_iron_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.34,0.22,0.2,0.27,0.33,0.45,0.79,1.14,1.02,0.71,0.67,0.75,0.83,0.71,0.7,0.72,0.9,1.08,1.45,1.65,1.4,0.98,0.83,0.45,1533,8.3,4,good,yes,12.72,76.32,79.5,1,9.0,49,11.5,3,good,yes,0.56,3.36,3.5,0,1.6,1263,1.6,5,good,no,2.02,12.12,12.6,1,2.2,170,4.1,4,good,no,0.7,4.2,4.4,1,1.1
2026-02-14,Saturday,February,1.015,1,low,28.1,3.9,0,21.5,1.64,7 PM,6 PM-8 PM,0.9,129.0,3870.0,4296.36,21.68,22.11,20.54,-0.61,decreased,AC health issue increased consumption,59,56,17.63,0.5,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,4,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.19,0.22,0.24,0.17,0.3,0.43,0.74,1.05,1.05,0.66,0.65,0.72,0.72,0.72,0.66,0.72,0.88,1.12,1.4,1.64,1.38,1.06,0.81,0.46,1546,7.1,4,good,yes,10.98,65.88,68.9,1,9.0,69,13.3,3,good,no,0.92,5.52,5.8,1,1.6,1147,2.7,5,good,yes,3.1,18.6,19.4,1,2.2,136,6.9,4,good,yes,0.94,5.64,5.9,0,1.1
2026-02-15,Sunday,February,1.019,1,low,31.1,3.5,0,20.43,1.65,7 PM,6 PM-8 PM,0.85,122.58,3677.4,3713.28,20.75,21.5,20.38,-1.07,decreased,AC health issue increased consumption,62,59,16.75,0.88,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.29,0.19,0.22,0.2,0.27,0.33,0.72,1.06,1.02,0.65,0.65,0.69,0.76,0.7,0.64,0.68,0.78,1.13,1.44,1.65,1.37,0.99,0.75,0.44,1504,7.4,4,good,yes,11.13,66.78,87.2,1,9.0,-3,11.7,3,good,yes,-0.04,-0.24,-0.3,0,1.6,1180,0.5,5,overheat,no,0.59,3.54,4.6,1,2.2,195,5.6,4,good,yes,1.09,6.54,8.5,0,1.1
2026-02-16,Monday,February,1.022,0,low,26.7,5.9,0,21.72,1.64,7 PM,6 PM-8 PM,0.9,130.32,3909.6,3945.99,21.33,20.43,20.49,1.29,increased,AC health issue increased consumption,58,53,17.81,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.31,0.21,0.19,0.24,0.23,0.41,0.8,1.12,1.04,0.72,0.67,0.7,0.79,0.75,0.67,0.7,0.81,1.12,1.4,1.64,1.48,0.98,0.76,0.43,1553,7.8,4,good,yes,12.11,72.66,75.0,1,9.0,178,12.5,3,good,no,2.23,13.38,13.8,1,1.6,1134,1.0,5,good,yes,1.13,6.78,7.0,0,2.2,136,5.0,4,good,yes,0.68,4.08,4.2,0,1.1
